text,service,label
Optimasi pipeline CI/CD dan penerapan praktik DevSecOps dalam siklus pengembangan software korporat.,Cloud Infrastructure & Migration,Corporate
Butuh bantuan untuk optimasi pipeline CI/CD dan penerapan praktik DevSecOps dalam siklus pengembangan software korporat.,Cloud Infrastructure & Migration,Corporate
Apakah bisa optimasi pipeline CI/CD & penerapan praktik DevSecOps dalam siklus pengembangan software korporat.,Cloud Infrastructure & Migration,Corporate
Apakah bisa optimasi pipeline CI/CD dan penerapan praktik DevSecOps dalam siklus pengembangan software korporat.,Cloud Infrastructure & Migration,Corporate
Kami dari Dinas Kominfo Provinsi membutuhkan pengembangan aplikasi pelayanan publik terintegrasi SPBE.,Government Solutions,Government
kami dari Dinas Kominfo Provinsi membutuhkan pengembangan aplikasi pelayanan publik terintegrasi SPBE.,Government Solutions,Government
"Mohon info, kita dari Dinas Kominfo Provinsi membutuhkan pengembangan aplikasi pelayanan publik terintegrasi SPBE.",Government Solutions,Government
Kami ingin instansi kami dari Dinas Kominfo Provinsi membutuhkan pengembangan software pelayanan publik terintegrasi SPBE.,Government Solutions,Government
Apakah bisa kita dari Dinas Kominfo Provinsi membutuhkan pengembangan platform pelayanan publik terintegrasi SPBE.,Government Solutions,Government
Pengadaan sistem informasi manajemen keuangan daerah (SIMDA) sesuai regulasi Kementerian Dalam Negeri.,Government Solutions,Government
Butuh bantuan untuk pengadaan sistem informasi manajemen keuangan daerah (SIMDA) sesuai regulasi Kementerian Dalam Negeri.,Government Solutions,Government
"Halo, pengadaan sistem informasi manajemen keuangan daerah (SIMDA) sesuai regulasi Kementerian Dalam Negeri.",Government Solutions,Government
Apakah bisa pengadaan sistem informasi manajemen keuangan daerah (SIMDA) sesuai regulasi Kementerian Dalam Negeri.,Government Solutions,Government
Kajian dan implementasi arsitektur Sistem Pemerintahan Berbasis Elektronik (SPBE) untuk Pemerintah Kabupaten.,Government Solutions,Government
Kami ingin kajian dan implementasi arsitektur Sistem Pemerintahan Berbasis Elektronik (SPBE) untuk instansi Kabupaten.,Government Solutions,Government
"Halo, kajian dan implementasi arsitektur Sistem Pemerintahan Berbasis Elektronik (SPBE) buat instansi Kabupaten.",Government Solutions,Government
Apakah bisa kajian dan implementasi arsitektur Sistem Pemerintahan Berbasis Elektronik (SPBE) utk pemerintah Kabupaten.,Government Solutions,Government
Kajian dan implementasi arsitektur Sistem Pemerintahan Berbasis Elektronik (SPBE) untuk pemerintah Kabupaten.,Government Solutions,Government
Audit keamanan siber aplikasi layanan masyarakat berdasarkan standar dan rekomendasi BSSN.,Cybersecurity Audit,Government
"Mohon info, audit keamanan siber platform layanan masyarakat berdasarkan standar dan rekomendasi BSSN.",Cybersecurity Audit,Government
Apakah bisa audit keamanan siber software layanan masyarakat berdasarkan standar dan rekomendasi BSSN.,Cybersecurity Audit,Government
Kami ingin audit keamanan siber sistem layanan masyarakat berdasarkan standar dan rekomendasi BSSN.,Cybersecurity Audit,Government
Butuh bantuan untuk audit keamanan siber app layanan masyarakat berdasarkan standar dan rekomendasi BSSN.,Cybersecurity Audit,Government
Pengembangan portal transparansi anggaran APBN/APBD dan pemantauan proyek pembangunan daerah.,Government Solutions,Government
"Mohon info, pengembangan portal transparansi anggaran APBN/APBD dan pemantauan proyek pembangunan daerah.",Government Solutions,Government
Kami ingin pengembangan portal transparansi anggaran APBN/APBD dan pemantauan proyek pembangunan daerah.,Government Solutions,Government
"Mohon info, pengembangan portal transparansi anggaran APBN/APBD & pemantauan proyek pembangunan daerah.",Government Solutions,Government
Apakah bisa pengembangan portal transparansi anggaran APBN/APBD dan pemantauan proyek pembangunan daerah.,Government Solutions,Government
Konsultasi teknis dan pendampingan migrasi pusat data nasional instansi pemerintah ke Cloud Pemerintahan.,Cloud Infrastructure & Migration,Government
Apakah bisa konsultasi teknis dan pendampingan migrasi pusat data nasional instansi pemerintahan ke Cloud Pemerintahan.,Cloud Infrastructure & Migration,Government
Konsultasi teknis & pendampingan migrasi pusat data nasional instansi pemerintahan ke Cloud Pemerintahan.,Cloud Infrastructure & Migration,Government
Konsultasi teknis dan pendampingan migrasi pusat data nasional instansi pemerintahan ke Cloud Pemerintahan.,Cloud Infrastructure & Migration,Government
Konsultasi teknis dn pendampingan migrasi pusat data nasional instansi pemerintah ke Cloud Pemerintahan.,Cloud Infrastructure & Migration,Government
Pembuatan dashboard executive summary untuk Gubernur dan Bupati dalam monitoring inflasi dan pangan.,Government Solutions,Government
"Mohon info, pembuatan dashboard executive summary utk Gubernur dn Bupati dalam monitoring inflasi dn pangan.",Government Solutions,Government
"Mohon info, pembuatan dashboard executive summary buat Gubernur dan Bupati dalam monitoring inflasi dan pangan.",Government Solutions,Government
Butuh bantuan untuk pembuatan dashboard executive summary untuk Gubernur dan Bupati dalam monitoring inflasi dan pangan.,Government Solutions,Government
Pembuatan dashboard executive summary buat Gubernur dan Bupati dalam monitoring inflasi dan pangan.,Government Solutions,Government
Pengembangan aplikasi kependudukan dan pencatatan sipil tingkat kelurahan dan kecamatan secara digital.,Government Solutions,Government
Pengembangan aplikasi kependudukan dn pencatatan sipil tingkat kelurahan dn kecamatan secara digital.,Government Solutions,Government
Butuh bantuan untuk pengembangan software kependudukan dan pencatatan sipil tingkat kelurahan dan kecamatan secara digital.,Government Solutions,Government
Apakah bisa pengembangan aplkasi kependudukan dan pencatatan sipil tingkat kelurahan dan kecamatan secara digital.,Government Solutions,Government
"Halo, pengembangan app kependudukan dn pencatatan sipil tingkat kelurahan dn kecamatan secara digital.",Government Solutions,Government
Kami dari Badan Pusat Statistik daerah membutuhkan sistem pengolahan dan visualisasi data sensus.,Government Solutions,Government
"Mohon info, saya dari Badan Pusat Statistik daerah membutuhkan sistem pengolahan dan visualisasi data sensus.",Government Solutions,Government
"Halo, kita dari Badan Pusat Statistik daerah membutuhkan sistem pengolahan dan visualisasi data sensus.",Government Solutions,Government
kami dari Badan Pusat Statistik daerah membutuhkan sistem pengolahan dan visualisasi data sensus.,Government Solutions,Government
saya dari Badan Pusat Statistik daerah membutuhkan sistem pengolahan dan visualisasi data sensus.,Government Solutions,Government
Sistem pendaftaran dan perizinan online terpadu satu pintu (PTSP) untuk dinas penanaman modal daerah.,Government Solutions,Government
"Mohon info, sistem pendaftaran dan perizinan online terpadu satu pintu (PTSP) untuk dinas penanaman modal daerah.",Government Solutions,Government
"Halo, sistem pendaftaran dan perizinan online terpadu satu pintu (PTSP) untuk dinas penanaman modal daerah.",Government Solutions,Government
Penerapan standar perlindungan data pribadi sesuai PP 71 dan UU PDP pada sistem informasi kementerian.,Cybersecurity Audit,Government
Butuh bantuan untuk penerapan standar perlindungan data pribadi sesuai PP 71 dan UU PDP pada sistem informasi kementerian.,Cybersecurity Audit,Government
"Mohon info, penerapan standar perlindungan data pribadi sesuai PP 71 dan UU PDP pada sistem informasi kementerian.",Cybersecurity Audit,Government
Pengembangan aplikasi pemantauan penyaluran bantuan sosial (Bansos) agar tepat sasaran dan transparan.,Government Solutions,Government
Apakah bisa pengembangan aplikasi pemantauan penyaluran bantuan sosial (Bansos) agar tepat sasaran dan transparan.,Government Solutions,Government
Pengembangan aplkasi pemantauan penyaluran bantuan sosial (Bansos) agar tepat sasaran & transparan.,Government Solutions,Government
Pengembangan sistem pemantauan penyaluran bantuan sosial (Bansos) agar tepat sasaran dan transparan.,Government Solutions,Government
"Mohon info, pengembangan software pemantauan penyaluran bantuan sosial (Bansos) agar tepat sasaran dan transparan.",Government Solutions,Government
Penyusunan Rencana Kerja dan Anggaran (RKA) IT serta blueprint transformasi digital dinas pendidikan provinsi.,IT Strategy Consulting,Government
Butuh bantuan untuk penyusunan Rencana Kerja dan Anggaran (RKA) IT serta blueprint transformasi digital dinas pendidikan provinsi.,IT Strategy Consulting,Government
Apakah bisa penyusunan Rencana Kerja dan Anggaran (RKA) IT serta blueprint transformasi digital dinas pendidikan provinsi.,IT Strategy Consulting,Government
Sistem informasi manajemen kepegawaian (SIMPEG) untuk pemantauan kinerja ASN dan PNS di lingkungan pemda.,Government Solutions,Government
Kami ingin sistem informasi manajemen kepegawaian (SIMPEG) untuk pemantauan kinerja ASN dn PNS di lingkungan pemda.,Government Solutions,Government
Apakah bisa sistem informasi manajemen kepegawaian (SIMPEG) untuk pemantauan kinerja ASN & PNS di lingkungan pemda.,Government Solutions,Government
Apakah bisa sistem informasi manajemen kepegawaian (SIMPEG) untuk pemantauan kinerja ASN dan PNS di lingkungan pemda.,Government Solutions,Government
Pengembangan platform Smart Village dan digitalisasi layanan administrasi desa binaan pemerintah daerah.,Government Solutions,Government
Kami ingin pengembangan platform Smart Village dan digitalisasi layanan administrasi desa binaan instansi daerah.,Government Solutions,Government
Pengembangan platform Smart Village dan digitalisasi layanan administrasi desa binaan pemerintahan daerah.,Government Solutions,Government
"Halo, pengembangan platform Smart Village dan digitalisasi layanan administrasi desa binaan pemerintah daerah.",Government Solutions,Government
Pengembangan platform Smart Village dn digitalisasi layanan administrasi desa binaan pemerintahan daerah.,Government Solutions,Government
Audit kerentanan situs web dinas pemerintahan daerah pasca insiden peretasan judi online.,Cybersecurity Audit,Government
Kami ingin audit kerentanan situs web dinas pemerintahan daerah pasca insiden peretasan judi online.,Cybersecurity Audit,Government
"Mohon info, audit kerentanan situs web dinas pemerintahan daerah pasca insiden peretasan judi online.",Cybersecurity Audit,Government
Butuh bantuan untuk audit kerentanan situs web dinas pemerintahan daerah pasca insiden peretasan judi online.,Cybersecurity Audit,Government
Pengadaan jasa konsultasi pengawasan dan manajemen proyek pembangunan infrastruktur jaringan Command Center.,IT Strategy Consulting,Government
Butuh bantuan untuk pengadaan jasa konsultasi pengawasan dan manajemen proyek pembangunan infrastruktur jaringan Command Center.,IT Strategy Consulting,Government
"Mohon info, pengadaan jasa konsultasi pengawasan dan manajemen proyek pembangunan infrastruktur jaringan Command Center.",IT Strategy Consulting,Government
"Halo, pengadaan jasa konsultasi pengawasan dan manajemen proyek pembangunan infrastruktur jaringan Command Center.",IT Strategy Consulting,Government
Sistem manajemen persediaan obat dan rekam medis digital terpadu untuk Puskesmas dan RSUD Kabupaten.,Government Solutions,Government
Kami ingin sistem manajemen persediaan obat dn rekam medis digital terpadu untuk Puskesmas dn RSUD Kabupaten.,Government Solutions,Government
Sistem manajemen persediaan obat dn rekam medis digital terpadu untuk Puskesmas dn RSUD Kabupaten.,Government Solutions,Government
Pengembangan aplikasi pelaporan pengaduan masyarakat berbasis mobile android dan iOS untuk dinas sosial.,Government Solutions,Government
Kami ingin pengembangan software pelaporan pengaduan masyarakat berbasis mobile android dan iOS untuk dinas sosial.,Government Solutions,Government
"Halo, pengembangan platform pelaporan pengaduan masyarakat berbasis mobile android dan iOS untuk dinas sosial.",Government Solutions,Government
Apakah bisa pengembangan app pelaporan pengaduan masyarakat berbasis mobile android dan iOS untuk dinas sosial.,Government Solutions,Government
Pengembangan app pelaporan pengaduan masyarakat berbasis mobile android dan iOS untuk dinas sosial.,Government Solutions,Government
Konsultasi dan assessment kesiapan kota pintar (Smart City Masterplan) untuk kota madya.,IT Strategy Consulting,Government
"Halo, konsultasi dan assessment kesiapan kota pintar (Smart City Masterplan) untuk kota madya.",IT Strategy Consulting,Government
Konsultasi dn assessment kesiapan kota pintar (Smart City Masterplan) buat kota madya.,IT Strategy Consulting,Government
Butuh bantuan untuk konsultasi dan assessment kesiapan kota pintar (Smart City Masterplan) untuk kota madya.,IT Strategy Consulting,Government
Kami ingin konsultasi & assessment kesiapan kota pintar (Smart City Masterplan) untuk kota madya.,IT Strategy Consulting,Government
Integrasi data antar organisasi perangkat daerah (OPD) menggunakan government service bus nasional.,Government Solutions,Government
"Mohon info, integrasi data antar organisasi perangkat daerah (OPD) menggunakan government service bus nasional.",Government Solutions,Government
Apakah bisa integrasi data antar organisasi perangkat daerah (OPD) menggunakan government service bus nasional.,Government Solutions,Government
Migrasi server aplikasi perpajakan daerah (E-Samsat & PBB) ke infrastruktur cloud berkeamanan tinggi.,Cloud Infrastructure & Migration,Government
Butuh bantuan untuk migrasi server software perpajakan daerah (E-Samsat & PBB) ke infrastruktur cloud berkeamanan tinggi.,Cloud Infrastructure & Migration,Government
"Mohon info, migrasi server sistem perpajakan daerah (E-Samsat & PBB) ke infrastruktur cloud berkeamanan tinggi.",Cloud Infrastructure & Migration,Government
Kami ingin migrasi server app perpajakan daerah (E-Samsat & PBB) ke infrastruktur cloud berkeamanan tinggi.,Cloud Infrastructure & Migration,Government
"Mohon info, migrasi server app perpajakan daerah (E-Samsat & PBB) ke infrastruktur cloud berkeamanan tinggi.",Cloud Infrastructure & Migration,Government
Pengembangan sistem informasi pemantauan kualitas udara dan lingkungan hidup untuk Dinas Lingkungan Hidup.,Government Solutions,Government
"Mohon info, pengembangan sistem informasi pemantauan kualitas udara dan lingkungan hidup untuk Dinas Lingkungan Hidup.",Government Solutions,Government
Apakah bisa pengembangan sistem informasi pemantauan kualitas udara dan lingkungan hidup untuk Dinas Lingkungan Hidup.,Government Solutions,Government
"Halo, pengembangan sistem informasi pemantauan kualitas udara dan lingkungan hidup untuk Dinas Lingkungan Hidup.",Government Solutions,Government
Penyediaan sistem informasi pengadaan barang dan jasa secara elektronik (LPSE) tingkat instansi.,Government Solutions,Government
"Mohon info, penyediaan sistem informasi pengadaan barang dn jasa secara elektronik (LPSE) tingkat instansi.",Government Solutions,Government
Pengujian penetrasi eksternal (pen-test) pada portal resmi pemerintah provinsi sebelum launching publik.,Cybersecurity Audit,Government
Butuh bantuan untuk pengujian penetrasi eksternal (pen-test) pada portal resmi dinas provinsi sebelum launching publik.,Cybersecurity Audit,Government
Pengujian penetrasi eksternal (pen-test) pada portal resmi dinas provinsi sebelum launching publik.,Cybersecurity Audit,Government
"Halo, pengujian penetrasi eksternal (pen-test) pada portal resmi pemda provinsi sebelum launching publik.",Cybersecurity Audit,Government
Pengembangan sistem monitoring retribusi pasar tradisional dan parkir untuk peningkatan PAD dinas.,Government Solutions,Government
Pengembangan sistem monitoring retribusi pasar tradisional & parkir untuk peningkatan PAD dinas.,Government Solutions,Government
"Mohon info, pengembangan sistem monitoring retribusi pasar tradisional dan parkir untuk peningkatan PAD dinas.",Government Solutions,Government
Pengembangan sistem monitoring retribusi pasar tradisional dan parkir buat peningkatan PAD dinas.,Government Solutions,Government
Konsultasi tata kelola teknologi informasi pemerintahan daerah sesuai pedoman dari Kementerian PANRB.,IT Strategy Consulting,Government
"Halo, konsultasi tata kelola teknologi informasi pemerintahan daerah sesuai pedoman dari Kementerian PANRB.",IT Strategy Consulting,Government
Apakah bisa konsultasi tata kelola teknologi informasi pemerintahan daerah sesuai pedoman dari Kementerian PANRB.,IT Strategy Consulting,Government
Aplikasi pemetaan batas wilayah dan tata ruang daerah berbasis GIS (Geographic Information System) untuk Bappeda.,Government Solutions,Government
"Mohon info, aplkasi pemetaan batas wilayah dan tata ruang daerah berbasis GIS (Geographic Information System) untuk Bappeda.",Government Solutions,Government
sistem pemetaan batas wilayah dan tata ruang daerah berbasis GIS (Geographic Information System) untuk Bappeda.,Government Solutions,Government
Kami ingin aplikasi pemetaan batas wilayah dan tata ruang daerah berbasis GIS (Geographic Information System) untuk Bappeda.,Government Solutions,Government
"Mohon info, sistem pemetaan batas wilayah dan tata ruang daerah berbasis GIS (Geographic Information System) untuk Bappeda.",Government Solutions,Government
Sistem informasi manajemen penanggulangan bencana dan peringatan dini Badan Penanggulangan Bencana Daerah (BPBD).,Government Solutions,Government
Kami ingin sistem informasi manajemen penanggulangan bencana dan peringatan dini Badan Penanggulangan Bencana Daerah (BPBD).,Government Solutions,Government
Sistem informasi manajemen penanggulangan bencana & peringatan dini Badan Penanggulangan Bencana Daerah (BPBD).,Government Solutions,Government
Penyusunan pedoman keamanan informasi dan ISO 27001 untuk lingkungan kementerian lembaga negara.,Cybersecurity Audit,Government
"Halo, penyusunan pedoman keamanan informasi dan ISO 27001 untuk lingkungan kementerian lembaga negara.",Cybersecurity Audit,Government
Butuh bantuan untuk penyusunan pedoman keamanan informasi dan ISO 27001 untuk lingkungan kementerian lembaga negara.,Cybersecurity Audit,Government
Kami ingin penyusunan pedoman keamanan informasi dan ISO 27001 utk lingkungan kementerian lembaga negara.,Cybersecurity Audit,Government
Pengembangan portal informasi pariwisata daerah dan direktori budaya untuk Dinas Pariwisata dan Kebudayaan.,Government Solutions,Government
Apakah bisa pengembangan portal informasi pariwisata daerah dan direktori budaya untuk Dinas Pariwisata dan Kebudayaan.,Government Solutions,Government
"Mohon info, pengembangan portal informasi pariwisata daerah dan direktori budaya untuk Dinas Pariwisata dan Kebudayaan.",Government Solutions,Government
Pengembangan portal informasi pariwisata daerah dan direktori budaya buat Dinas Pariwisata dan Kebudayaan.,Government Solutions,Government
Sistem perpustakaan digital terpadu dan arsip elektronik untuk Dinas Perpustakaan dan Kearsipan Daerah.,Government Solutions,Government
"Halo, sistem perpustakaan digital terpadu dan arsip elektronik buat Dinas Perpustakaan dan Kearsipan Daerah.",Government Solutions,Government
"Mohon info, sistem perpustakaan digital terpadu dan arsip elektronik untuk Dinas Perpustakaan dan Kearsipan Daerah.",Government Solutions,Government
Optimalisasi jaringan fiber optik antar gedung dinas dalam satu kompleks perkantoran pemerintah kota.,Cloud Infrastructure & Migration,Government
Kami ingin optimalisasi jaringan fiber optik antar gedung dinas dalam satu kompleks perkantoran instansi kota.,Cloud Infrastructure & Migration,Government
Kami ingin optimalisasi jaringan fiber optik antar gedung dinas dalam satu kompleks perkantoran pemda kota.,Cloud Infrastructure & Migration,Government
Butuh bantuan untuk optimalisasi jaringan fiber optik antar gedung dinas dalam satu kompleks perkantoran pemerintahan kota.,Cloud Infrastructure & Migration,Government
Konsultasi perancangan pusat pemulihan bencana (Disaster Recovery Center) untuk data kependudukan nasional.,IT Strategy Consulting,Government
Butuh bantuan untuk konsultasi perancangan pusat pemulihan bencana (Disaster Recovery Center) buat data kependudukan nasional.,IT Strategy Consulting,Government
Apakah bisa konsultasi perancangan pusat pemulihan bencana (Disaster Recovery Center) untuk data kependudukan nasional.,IT Strategy Consulting,Government
Pengembangan sistem pendataan pertanian dan subsidi pupuk untuk Dinas Pertanian Kabupaten.,Government Solutions,Government
"Halo, pengembangan sistem pendataan pertanian dan subsidi pupuk untuk Dinas Pertanian Kabupaten.",Government Solutions,Government
Apakah bisa pengembangan sistem pendataan pertanian dan subsidi pupuk untuk Dinas Pertanian Kabupaten.,Government Solutions,Government
Pengembangan sistem pendataan pertanian dan subsidi pupuk utk Dinas Pertanian Kabupaten.,Government Solutions,Government
Pengembangan sistem pendataan pertanian & subsidi pupuk untuk Dinas Pertanian Kabupaten.,Government Solutions,Government
Aplikasi manajemen lalu lintas kota dan pemantauan CCTV terpadu untuk Dinas Perhubungan.,Government Solutions,Government
"Halo, platform manajemen lalu lintas kota dan pemantauan CCTV terpadu untuk Dinas Perhubungan.",Government Solutions,Government
sistem manajemen lalu lintas kota dan pemantauan CCTV terpadu untuk Dinas Perhubungan.,Government Solutions,Government
Butuh bantuan untuk sistem manajemen lalu lintas kota dan pemantauan CCTV terpadu untuk Dinas Perhubungan.,Government Solutions,Government
Butuh bantuan untuk aplikasi manajemen lalu lintas kota dan pemantauan CCTV terpadu untuk Dinas Perhubungan.,Government Solutions,Government
Audit kepatuhan arsitektur keamanan jaringan command center kepolisian dan instansi keamanan publik.,Cybersecurity Audit,Government
Butuh bantuan untuk audit kepatuhan arsitektur keamanan jaringan command center kepolisian dan instansi keamanan publik.,Cybersecurity Audit,Government
"Mohon info, audit kepatuhan arsitektur keamanan jaringan command center kepolisian dan instansi keamanan publik.",Cybersecurity Audit,Government
Pengembangan sistem pendataan atlet dan fasilitas olahraga untuk Dinas Pemuda dan Olahraga daerah.,Government Solutions,Government
Apakah bisa pengembangan sistem pendataan atlet dan fasilitas olahraga untuk Dinas Pemuda dan Olahraga daerah.,Government Solutions,Government
"Mohon info, pengembangan sistem pendataan atlet dan fasilitas olahraga untuk Dinas Pemuda dan Olahraga daerah.",Government Solutions,Government
Pelatihan peningkatkan kapasitas literasi digital dan keamanan siber bagi aparatur sipil negara (ASN).,IT Strategy Consulting,Government
Kami ingin pelatihan peningkatkan kapasitas literasi digital dan keamanan siber bagi aparatur sipil negara (ASN).,IT Strategy Consulting,Government
Pelatihan peningkatkan kapasitas literasi digital & keamanan siber bagi aparatur sipil negara (ASN).,IT Strategy Consulting,Government
Sistem informasi ketersediaan tempat tidur dan antrian online terpadu seluruh RSUD di wilayah provinsi.,Government Solutions,Government
Butuh bantuan untuk sistem informasi ketersediaan tempat tidur dan antrian online terpadu seluruh RSUD di wilayah provinsi.,Government Solutions,Government
"Mohon info, sistem informasi ketersediaan tempat tidur & antrian online terpadu seluruh RSUD di wilayah provinsi.",Government Solutions,Government
Kami ingin membangun sistem manajemen aset terintegrasi dengan pengadaan barang. Ini proyek strategis perusahaan 5 tahun ke depan.,Custom Software Development,Corporate
instansi kami ingin membangun sistem manajemen aset terintegrasi dengan pengadaan barang. Ini proyek strategis usaha 5 tahun ke depan.,Custom Software Development,Corporate
Butuh bantuan untuk kita butuh membangun sistem manajemen aset terintegrasi dengan pengadaan barang. Ini proyek strategis institusi 5 tahun ke depan.,Custom Software Development,Corporate
kami butuh membangun sistem manajemen aset terintegrasi dengan pengadaan barang. Ini proyek strategis bisnis 5 tahun ke depan.,Custom Software Development,Corporate
"Halo, perusahaan kami butuh membangun sistem manajemen aset terintegrasi dengan pengadaan barang. Ini proyek strategis institusi 5 tahun ke depan.",Custom Software Development,Corporate
Perusahaan kami sedang menyusun rencana strategis untuk pengadaan sistem ERP.,Custom Software Development,Corporate
"Halo, usaha saya sedang menyusun rencana strategis untuk pengadaan sistem ERP.",Custom Software Development,Corporate
"Halo, institusi kami sedang menyusun rencana strategis utk pengadaan sistem ERP.",Custom Software Development,Corporate
Butuh bantuan untuk institusi perusahaan kami sedang menyusun rencana strategis untuk pengadaan sistem ERP.,Custom Software Development,Corporate
"Mohon info, bisnis kita sedang menyusun rencana strategis untuk pengadaan sistem ERP.",Custom Software Development,Corporate
Kami butuh sistem pengadaan barang internal yang terintegrasi dengan keuangan.,Custom Software Development,Corporate
Butuh bantuan untuk kita butuh sistem pengadaan barang internal yg terintegrasi dengan keuangan.,Custom Software Development,Corporate
Apakah bisa instansi kami butuh sistem pengadaan barang internal yang terintegrasi pake keuangan.,Custom Software Development,Corporate
kami butuh sistem pengadaan barang internal yang terintegrasi pakai keuangan.,Custom Software Development,Corporate
instansi kami butuh sistem pengadaan barang internal yang terintegrasi dengan keuangan.,Custom Software Development,Corporate
"Kami perusahaan manufaktur, perlu sistem manajemen aset terintegrasi",Custom Software Development,Corporate
"Kami ingin perusahaan kami usaha manufaktur, perlu sistem manajemen aset terintegrasi",Custom Software Development,Corporate
"instansi kami kantor manufaktur, perlu sistem manajemen aset terintegrasi",Custom Software Development,Corporate
"Mohon info, kita bisnis manufaktur, perlu sistem manajemen aset terintegrasi",Custom Software Development,Corporate
"Halo, saya kantor manufaktur, perlu sistem manajemen aset terintegrasi",Custom Software Development,Corporate
Rencana strategis perusahaan 5 tahun ke depan mencakup digitalisasi pengadaan,IT Strategy Consulting,Corporate
Rencana strategis bisnis 5 tahun ke depan mencakup digitalisasi pengadaan,IT Strategy Consulting,Corporate
"Mohon info, rencana strategis kantor 5 tahun ke depan mencakup digitalisasi pengadaan",IT Strategy Consulting,Corporate
Butuh bantuan untuk rencana strategis perusahaan 5 tahun ke depan mencakup digitalisasi pengadaan,IT Strategy Consulting,Corporate
Butuh bantuan untuk rencana strategis institusi 5 tahun ke depan mencakup digitalisasi pengadaan,IT Strategy Consulting,Corporate
Perusahaan kami ingin meng-upgrade sistem procurement dengan modul inventory,Custom Software Development,Corporate
Butuh bantuan untuk kantor saya ingin meng-upgrade sistem procurement dengan modul inventory,Custom Software Development,Corporate
Apakah bisa usaha kita perlu meng-upgrade sistem procurement dengan modul inventory,Custom Software Development,Corporate
"Mohon info, usaha saya mau meng-upgrade sistem procurement pakai modul inventory",Custom Software Development,Corporate
"Mohon info, perusahaan perusahaan kami ingin meng-upgrade sistem procurement dengan modul inventory",Custom Software Development,Corporate
Kami mencari solusi enterprise untuk manajemen aset dan pengadaan,Custom Software Development,Corporate
instansi kami mencari solusi enterprise untuk manajemen aset dan pengadaan,Custom Software Development,Corporate
kami mencari solusi enterprise untuk manajemen aset dan pengadaan,Custom Software Development,Corporate
Apakah bisa kita mencari solusi enterprise untuk manajemen aset dan pengadaan,Custom Software Development,Corporate
Butuh bantuan untuk kita mencari solusi enterprise untuk manajemen aset & pengadaan,Custom Software Development,Corporate
Tim internal kami sedang menyusun roadmap pengadaan barang nasional untuk anak perusahaan,IT Strategy Consulting,Corporate
"Mohon info, tim internal perusahaan kami sedang menyusun roadmap pengadaan barang nasional untuk anak bisnis",IT Strategy Consulting,Corporate
Tim internal saya sedang menyusun roadmap pengadaan barang nasional untuk anak bisnis,IT Strategy Consulting,Corporate
"Halo, tim internal instansi kami sedang menyusun roadmap pengadaan barang nasional untuk anak institusi",IT Strategy Consulting,Corporate
Apakah bisa tim internal kita sedang menyusun roadmap pengadaan barang nasional untuk anak bisnis,IT Strategy Consulting,Corporate
Pengadaan sistem IT internal perusahaan berskala enterprise dan integrasi supply chain.,Custom Software Development,Corporate
"Mohon info, pengadaan sistem IT internal usaha berskala enterprise dan integrasi supply chain.",Custom Software Development,Corporate
"Mohon info, pengadaan sistem IT internal kantor berskala enterprise dan integrasi supply chain.",Custom Software Development,Corporate
Pengadaan sistem IT internal bisnis berskala enterprise dan integrasi supply chain.,Custom Software Development,Corporate
Apakah bisa pengadaan sistem IT internal kantor berskala enterprise dan integrasi supply chain.,Custom Software Development,Corporate
Rencana strategis bisnis korporasi untuk efisiensi pengadaan dan peningkatan profit perusahaan.,IT Strategy Consulting,Corporate
"Mohon info, rencana strategis bisnis korporasi buat efisiensi pengadaan dan peningkatan profit institusi.",IT Strategy Consulting,Corporate
"Halo, rencana strategis bisnis korporasi untuk efisiensi pengadaan dan peningkatan profit perusahaan.",IT Strategy Consulting,Corporate
Butuh bantuan untuk rencana strategis bisnis korporasi utk efisiensi pengadaan dan peningkatan profit perusahaan.,IT Strategy Consulting,Corporate
"Halo, rencana strategis bisnis korporasi untuk efisiensi pengadaan dan peningkatan profit institusi.",IT Strategy Consulting,Corporate
Pengembangan modul e-procurement swasta untuk holding company serta manajemen vendor internal.,Custom Software Development,Corporate
Apakah bisa pengembangan modul e-procurement swasta untuk holding company serta manajemen vendor internal.,Custom Software Development,Corporate
"Halo, pengembangan modul e-procurement swasta untuk holding company serta manajemen vendor internal.",Custom Software Development,Corporate
Sistem pengadaan barang internal dan manajemen inventaris untuk 20 pabrik manufaktur perusahaan kami.,Custom Software Development,Corporate
Butuh bantuan untuk sistem pengadaan barang internal dn manajemen inventaris untuk 20 pabrik manufaktur institusi kita.,Custom Software Development,Corporate
"Halo, sistem pengadaan barang internal dan manajemen inventaris untuk 20 pabrik manufaktur perusahaan kami.",Custom Software Development,Corporate
Kami ingin sistem pengadaan barang internal dan manajemen inventaris buat 20 pabrik manufaktur usaha saya.,Custom Software Development,Corporate
Kami ingin sistem pengadaan barang internal dan manajemen inventaris untuk 20 pabrik manufaktur usaha saya.,Custom Software Development,Corporate
Kami butuh integrasi sistem SAP Procurement dengan portal vendor swasta milik perusahaan.,Custom Software Development,Corporate
Apakah bisa instansi kami butuh integrasi sistem SAP Procurement dengan portal vendor swasta milik kantor.,Custom Software Development,Corporate
"Halo, saya butuh integrasi sistem SAP Procurement dengan portal vendor swasta milik institusi.",Custom Software Development,Corporate
Butuh bantuan untuk saya butuh integrasi sistem SAP Procurement dengan portal vendor swasta milik usaha.,Custom Software Development,Corporate
